Wavelength_nm	Energy_eV	VOC_V	JSC_mA/cm2	FF_%	PCE_%
1968.25397	0.63	0.42407	61.24717	77.9254	20.23959
1974.52229	0.628	0.42225	61.30097	77.86049	20.15364
1980.83067	0.626	0.42044	61.37284	77.79456	20.07369
1987.17949	0.624	0.41863	61.45459	77.72743	19.99677
1993.56913	0.622	0.41683	61.54003	77.66171	19.92138
2000	0.62	0.41501	61.60236	77.59459	19.8376
2006.47249	0.618	0.41319	61.63394	77.52567	19.74286
2012.98701	0.616	0.41136	61.66258	77.45706	19.64728
2019.54397	0.614	0.40954	61.70271	77.38861	19.55568
2026.14379	0.612	0.40772	61.76729	77.31917	19.47208
2032.78689	0.61	0.40592	61.85855	77.2496	19.3973
2039.47368	0.608	0.40413	61.95833	77.18101	19.32547
2046.20462	0.606	0.40233	62.05585	77.11086	19.25234
2052.98013	0.604	0.40053	62.13731	77.03951	19.17349
2059.80066	0.602	0.39872	62.21015	76.96922	19.092
2066.66667	0.6	0.39692	62.2854	76.89745	19.01086
2073.5786	0.598	0.39512	62.36462	76.82432	18.93061
2080.53691	0.596	0.39332	62.45832	76.75313	18.85541
2087.54209	0.594	0.39153	62.5606	76.68046	18.78247
2094.59459	0.592	0.38974	62.66575	76.60621	18.7099
2101.69492	0.59	0.38795	62.77279	76.53384	18.63823
2108.84354	0.588	0.38617	62.8814	76.45979	18.56648
2116.04096	0.586	0.38438	62.99253	76.38421	18.49497
2123.28767	0.584	0.38259	63.10343	76.31039	18.42365
2130.58419	0.582	0.38081	63.21486	76.23481	18.35188
2137.93103	0.58	0.37903	63.32883	76.1579	18.28041
2145.32872	0.578	0.37724	63.44357	76.08253	18.20937
2152.77778	0.576	0.37546	63.55581	76.00528	18.13693
2160.27875	0.574	0.37368	63.66569	75.92694	18.06334
2167.83217	0.572	0.37189	63.77327	75.84974	17.98917
2175.4386	0.57	0.37011	63.87991	75.77064	17.91412
2183.09859	0.568	0.36833	63.98614	75.69086	17.83864
2190.81272	0.566	0.36654	64.0925	75.61186	17.76323
2198.58156	0.564	0.36476	64.19728	75.53089	17.68676
2206.40569	0.562	0.36298	64.30075	75.44969	17.60972
2214.28571	0.56	0.3612	64.40765	75.36883	17.53362
2222.22222	0.558	0.35942	64.51655	75.286	17.45752
2230.21583	0.556	0.35764	64.6259	75.20358	17.38149
2238.26715	0.554	0.35586	64.73413	75.12076	17.30491
2246.37681	0.552	0.35408	64.84018	75.03582	17.22709
2254.54545	0.55	0.3523	64.94335	74.95198	17.14858
2262.77372	0.548	0.35052	65.04501	74.86695	17.06926
2271.06227	0.546	0.34874	65.14522	74.77976	16.98893
2279.41176	0.544	0.34696	65.24534	74.69454	16.90893
2287.82288	0.542	0.34518	65.34537	74.6073	16.82834
2296.2963	0.54	0.3434	65.44229	74.51855	16.74646
2304.83271	0.538	0.34162	65.53713	74.43115	16.66424
2313.43284	0.536	0.33984	65.63248	74.34152	16.58159
2322.09738	0.534	0.33806	65.72453	74.25133	16.49784
2330.82707	0.532	0.33628	65.81528	74.16151	16.41377
2339.62264	0.53	0.3345	65.90116	74.06929	16.32782
2348.48485	0.528	0.33272	65.97758	73.97741	16.2394
2357.41445	0.526	0.33093	66.05666	73.88493	16.15154
2366.41221	0.524	0.32915	66.13627	73.79008	16.06331
2375.47893	0.522	0.32737	66.21265	73.69678	15.97456
2384.61538	0.52	0.32559	66.27897	73.60149	15.88279
2393.82239	0.518	0.3238	66.34243	73.50417	15.78989
2403.10078	0.516	0.32202	66.41183	73.40879	15.69898
2412.45136	0.514	0.32023	66.4737	73.31075	15.60562
2421.875	0.512	0.31844	66.52847	73.21173	15.51033
2431.37255	0.51	0.31666	66.58965	73.11347	15.4169
2440.94488	0.508	0.31488	66.66089	73.01285	15.32555
2450.59289	0.506	0.31309	66.71207	72.91225	15.22928
2460.31746	0.504	0.31131	66.75811	72.8108	15.13169
2470.11952	0.502	0.30952	66.80624	72.70676	15.0342
2480	0.5	0.30773	66.8306	72.60397	14.93133
2489.95984	0.498	0.30593	66.84212	72.49882	14.8251
2500	0.496	0.30413	66.85284	72.39151	14.71849
2510.12146	0.494	0.30233	66.86225	72.28603	14.6122
2520.3252	0.492	0.30053	66.86485	72.17769	14.50399
2530.61224	0.49	0.29873	66.86522	72.06819	14.39531
2540.98361	0.488	0.29693	66.86522	71.95944	14.287
2551.44033	0.486	0.29513	66.86522	71.8479	14.17843
2561.98347	0.484	0.29333	66.86522	71.73643	14.07019
2572.61411	0.482	0.29154	66.86522	71.62445	13.96215
2583.33333	0.48	0.28974	66.86522	71.50956	13.85386
2594.14226	0.478	0.28794	66.86522	71.39618	13.74616
2605.04202	0.476	0.28615	66.86522	71.28076	13.6384
2616.03376	0.474	0.28435	66.86522	71.163	13.5305
2627.11864	0.472	0.28256	66.86522	71.04704	13.42326
2638.29787	0.47	0.28077	66.86522	70.92794	13.31575
2649.57265	0.468	0.27898	66.86522	70.80834	13.20848
2660.94421	0.466	0.27719	66.86522	70.68859	13.1015
2672.41379	0.464	0.2754	66.86522	70.56556	12.99424
2683.98268	0.462	0.27361	66.86522	70.44417	12.88762
2695.65217	0.46	0.27182	66.86522	70.32036	12.7809
2707.42358	0.458	0.27003	66.86522	70.19459	12.67415
2719.29825	0.456	0.26825	66.86522	70.06999	12.56796
2731.27753	0.454	0.26646	66.86522	69.94185	12.46147
2743.36283	0.452	0.26468	66.86522	69.81437	12.35545
2755.55556	0.45	0.26289	66.86522	69.68529	12.24949
2767.85714	0.448	0.26111	66.86522	69.55341	12.1434
2780.26906	0.446	0.25933	66.86522	69.42337	12.03798
2792.79279	0.444	0.25755	66.86522	69.28948	11.93225
2805.42986	0.442	0.25577	66.86522	69.15599	11.82695
2818.18182	0.44	0.25399	66.86522	69.02097	11.72176
2831.05023	0.438	0.25221	66.86522	68.88309	11.61644
2844.0367	0.436	0.25043	66.86528	68.74689	11.51179
2857.14286	0.434	0.24866	66.86534	68.60653	11.40682
2870.37037	0.432	0.24688	66.86541	68.46715	11.30239
2883.72093	0.43	0.24511	66.86609	68.32544	11.19806
2897.19626	0.428	0.24333	66.86964	68.18179	11.09433
2910.79812	0.426	0.24156	66.87655	68.03884	10.99169
2924.5283	0.424	0.2398	66.88258	67.8913	10.88853
2938.38863	0.422	0.23803	66.88988	67.74645	10.78639
2952.38095	0.42	0.23626	66.90158	67.59742	10.68474
2966.50718	0.418	0.2345	66.917	67.44857	10.58414
2980.76923	0.416	0.23274	66.92979	67.2978	10.48313
2995.16908	0.414	0.23098	66.94128	67.14457	10.38187
3009.70874	0.412	0.22922	66.96069	66.99216	10.28248
3024.39024	0.41	0.22747	66.98442	66.83513	10.18346
3039.21569	0.408	0.22571	67.00025	66.6806	10.08383
3054.18719	0.406	0.22395	67.00484	66.52034	9.98184
3069.30693	0.404	0.22219	67.00919	66.36164	9.88046
3084.57711	0.402	0.22043	67.01645	66.19925	9.77942
3100	0.4	0.21868	67.02865	66.03656	9.67955
3115.57789	0.398	0.21693	67.04336	65.87208	9.58021
3131.31313	0.396	0.21518	67.06404	65.70552	9.48191
3147.20812	0.394	0.21344	67.08819	65.53885	9.38452
3163.26531	0.392	0.2117	67.1233	65.36875	9.28871
3179.48718	0.39	0.20996	67.17065	65.20023	9.19535
3195.87629	0.388	0.20822	67.19743	65.02585	9.09835
3212.43523	0.386	0.20647	67.20297	64.85283	8.99871
3229.16667	0.384	0.20472	67.20434	64.67323	8.898
3246.0733	0.382	0.20298	67.20757	64.4972	8.79851
3263.15789	0.38	0.20124	67.21461	64.31458	8.69915
3280.42328	0.378	0.1995	67.22731	64.13486	8.60146
3297.87234	0.376	0.19776	67.2391	63.94904	8.50327
3315.50802	0.374	0.19602	67.24275	63.76487	8.4046
3333.33333	0.372	0.19428	67.26111	63.57575	8.30782
3351.35135	0.37	0.19256	67.29616	63.38887	8.21408
3369.56522	0.368	0.19083	67.32339	63.1962	8.11892
3387.97814	0.366	0.1891	67.3564	63.00541	8.02521
3406.59341	0.364	0.18738	67.39253	62.80895	7.93161
3425.41436	0.362	0.18566	67.43201	62.61469	7.83914
3444.44444	0.36	0.18395	67.48699	62.41454	7.74836
3463.68715	0.358	0.18224	67.54455	62.21751	7.65867
3483.14607	0.356	0.18054	67.60535	62.01307	7.56884
3502.82486	0.354	0.17883	67.67083	61.81261	7.48044
3522.72727	0.352	0.17713	67.73735	61.60508	7.39167
3542.85714	0.35	0.17543	67.79769	61.39917	7.30267
3563.21839	0.348	0.17373	67.85652	61.18793	7.21324
3583.81503	0.346	0.17203	67.91654	60.97649	7.12431
3604.65116	0.344	0.17033	67.97624	60.76202	7.03538
3625.73099	0.342	0.16864	68.03937	60.54481	6.94693
3647.05882	0.34	0.16695	68.10379	60.32739	6.85901
3668.63905	0.338	0.16525	68.16402	60.10372	6.77028
3690.47619	0.336	0.16356	68.22326	59.88294	6.68219
3712.57485	0.334	0.16187	68.286	59.65477	6.59409
3734.93976	0.332	0.16019	68.34603	59.42887	6.50636
3757.57576	0.33	0.1585	68.40593	59.1976	6.41847
3780.4878	0.328	0.15682	68.4701	58.96469	6.3313
3803.68098	0.326	0.15514	68.5373	58.73097	6.24481
3827.16049	0.324	0.15346	68.60591	58.49047	6.15818
3850.93168	0.322	0.15179	68.67326	58.25407	6.07229
3875	0.32	0.15011	68.7314	58.00972	5.98509
