Wavelength_nm	Energy_eV	VOC_V	JSC_mA/cm2	FF_%	PCE_%
488.57368	2.538	2.20043	5.74313	93.66619	11.8369
488.95899	2.536	2.19857	5.76549	93.66197	11.87242
489.34491	2.534	2.19671	5.78807	93.65769	11.90829
489.73144	2.532	2.19485	5.81162	93.65337	11.94611
490.11858	2.53	2.193	5.83603	93.64899	11.9856
490.50633	2.528	2.19115	5.8606	93.64456	12.02533
490.8947	2.526	2.1893	5.88485	93.64024	12.06433
491.28368	2.524	2.18744	5.90877	93.63599	12.10254
491.67328	2.522	2.18559	5.93231	93.63167	12.13988
492.06349	2.52	2.18373	5.95555	93.6273	12.17652
492.45433	2.518	2.18187	5.97904	93.62287	12.21356
492.84579	2.516	2.18002	6.00321	93.61839	12.25192
493.23787	2.514	2.17816	6.0278	93.61404	12.29109
493.63057	2.512	2.17631	6.05239	93.60975	12.33016
494.0239	2.51	2.17445	6.07684	93.60539	12.36883
494.41786	2.508	2.1726	6.10154	93.60099	12.40795
494.81245	2.506	2.17075	6.12691	93.59653	12.44831
495.20767	2.504	2.1689	6.15264	93.59201	12.48933
495.60352	2.502	2.16704	6.17819	93.58765	12.52989
496	2.5	2.16519	6.20329	93.58331	12.56945
496.39712	2.498	2.16334	6.22828	93.57891	12.60869
496.79487	2.496	2.16148	6.2535	93.57446	12.6483
497.19326	2.494	2.15963	6.27885	93.56995	12.68805
497.5923	2.492	2.15777	6.30409	93.56538	12.7275
497.99197	2.49	2.15591	6.32911	93.56098	12.76642
498.39228	2.488	2.15406	6.35406	93.5566	12.8051
498.79324	2.486	2.1522	6.37906	93.55215	12.84378
499.19485	2.484	2.15034	6.40411	93.54765	12.88247
499.5971	2.482	2.14848	6.42919	93.5431	12.92112
500	2.48	2.14663	6.45429	93.53848	12.95972
500.40355	2.478	2.14477	6.47929	93.53402	12.99802
500.80775	2.476	2.14291	6.50403	93.52959	13.03572
501.21261	2.474	2.14105	6.5286	93.5251	13.07297
501.61812	2.472	2.13919	6.55315	93.52056	13.11008
502.02429	2.47	2.13732	6.57776	93.51596	13.14723
502.43112	2.468	2.13546	6.60268	93.5113	13.18488
502.83861	2.466	2.1336	6.62812	93.50676	13.22352
503.24675	2.464	2.13174	6.65372	93.5023	13.2624
503.65556	2.462	2.12988	6.6789	93.49778	13.30032
504.06504	2.46	2.12802	6.70353	93.4932	13.33703
504.47518	2.458	2.12616	6.72833	93.48856	13.37399
504.88599	2.456	2.1243	6.75391	93.48387	13.41242
505.29747	2.454	2.12244	6.78017	93.47925	13.45213
505.70962	2.452	2.12058	6.80697	93.47477	13.49285
506.12245	2.45	2.11873	6.83413	93.47022	13.53418
506.53595	2.448	2.11687	6.8612	93.46562	13.57521
506.95012	2.446	2.11501	6.88784	93.46095	13.61527
507.36498	2.444	2.11315	6.91414	93.45622	13.65456
507.78051	2.442	2.11129	6.94022	93.45155	13.69331
508.19672	2.44	2.10943	6.96627	93.447	13.73192
508.61362	2.438	2.10757	6.99269	93.44241	13.77117
509.0312	2.436	2.10571	7.01967	93.43776	13.81143
509.44947	2.434	2.10386	7.0468	93.43305	13.85187
509.86842	2.432	2.102	7.07369	93.42829	13.89174
510.28807	2.43	2.10014	7.10053	93.42355	13.9314
510.7084	2.428	2.09828	7.12757	93.41897	13.97137
511.12943	2.426	2.09642	7.15489	93.41434	14.01182
511.55116	2.424	2.09456	7.18256	93.40965	14.05283
511.97358	2.422	2.0927	7.21061	93.40491	14.09447
512.39669	2.42	2.09084	7.23854	93.4001	14.13579
512.82051	2.418	2.08898	7.26585	93.3953	14.17576
513.24503	2.416	2.08712	7.29264	93.39068	14.21464
513.67026	2.414	2.08526	7.31915	93.38599	14.25286
514.09619	2.412	2.08339	7.34555	93.38125	14.29075
514.52282	2.41	2.08153	7.37212	93.37645	14.32888
514.95017	2.408	2.07967	7.39908	93.37161	14.36767
515.37822	2.406	2.0778	7.42634	93.3667	14.40693
515.80699	2.404	2.07594	7.45379	93.36204	14.4465
516.23647	2.402	2.07408	7.48078	93.35732	14.48505
516.66667	2.4	2.07221	7.50614	93.35253	14.52032
517.09758	2.398	2.07033	7.52977	93.34767	14.55209
517.52922	2.396	2.06846	7.55347	93.34277	14.58389
517.96157	2.394	2.06658	7.57864	93.33782	14.61848
518.39465	2.392	2.06471	7.60448	93.33297	14.65429
518.82845	2.39	2.06284	7.63012	93.32821	14.68962
519.26298	2.388	2.06097	7.65588	93.3234	14.72509
519.69824	2.386	2.05911	7.68245	93.31855	14.76204
520.13423	2.384	2.05724	7.70996	93.31364	14.80071
520.57095	2.382	2.05538	7.73795	93.30868	14.8402
521.0084	2.38	2.05352	7.7661	93.30371	14.87989
521.44659	2.378	2.05165	7.79451	93.29895	14.92001
521.88552	2.376	2.04979	7.82326	93.29413	14.9607
522.32519	2.374	2.04793	7.852	93.28925	15.00122
522.7656	2.372	2.04606	7.8802	93.28431	15.0406
523.20675	2.37	2.0442	7.90812	93.27931	15.07933
523.64865	2.368	2.04234	7.9366	93.27426	15.11901
524.09129	2.366	2.04047	7.96596	93.26944	15.16033
524.53469	2.364	2.03861	7.99571	93.26459	15.20227
524.97883	2.362	2.03675	8.02542	93.25968	15.24404
525.42373	2.36	2.03489	8.05498	93.25471	15.28539
525.86938	2.358	2.03303	8.08425	93.24967	15.32606
526.31579	2.356	2.03116	8.11278	93.24458	15.36519
526.76296	2.354	2.02929	8.13993	93.23964	15.4016
527.21088	2.352	2.02742	8.16629	93.23471	15.4364
527.65957	2.35	2.02555	8.19351	93.22974	15.47274
528.10903	2.348	2.02368	8.22234	93.22473	15.51204
528.55925	2.346	2.02182	8.25225	93.21967	15.5533
529.01024	2.344	2.01996	8.28285	93.21455	15.59575
529.462	2.342	2.0181	8.31354	93.20951	15.63828
529.91453	2.34	2.01624	8.34377	93.20458	15.67983
530.36784	2.338	2.01437	8.37406	93.19959	15.72137
530.82192	2.336	2.01251	8.40505	93.19455	15.76411
531.27678	2.334	2.01065	8.43655	93.18946	15.80772
531.73242	2.332	2.00879	8.46808	93.1843	15.85124
532.18884	2.33	2.00693	8.49916	93.17917	15.8938
532.64605	2.328	2.00507	8.52915	93.1742	15.93421
533.10404	2.326	2.0032	8.55796	93.16915	15.97227
533.56282	2.324	2.00133	8.58682	93.16405	16.0103
534.02239	2.322	1.99946	8.61666	93.15889	16.05006
534.48276	2.32	1.9976	8.64712	93.15369	16.09089
534.94392	2.318	1.99574	8.67788	93.14843	16.13214
535.40587	2.316	1.99387	8.70911	93.14342	16.17421
535.86863	2.314	1.99201	8.741	93.13836	16.21741
536.33218	2.312	1.99015	8.77297	93.13324	16.26062
536.79654	2.31	1.98829	8.80414	93.12806	16.3022
537.2617	2.308	1.98642	8.83478	93.12281	16.34266
537.72767	2.306	1.98455	8.8658	93.1175	16.38371
538.19444	2.304	1.98269	8.89739	93.11239	16.42574
538.66203	2.302	1.98083	8.929	93.10729	16.4677
539.13043	2.3	1.97896	8.96031	93.10212	16.50897
539.59965	2.298	1.9771	8.99124	93.09688	16.54941
540.06969	2.296	1.97523	9.02175	93.09159	16.58893
540.54054	2.294	1.97336	9.0518	93.08623	16.62747
541.01222	2.292	1.97149	9.0814	93.08098	16.66508
541.48472	2.29	1.96962	9.11143	93.07582	16.70342
541.95804	2.288	1.96775	9.14278	93.07061	16.74406
542.4322	2.286	1.96589	9.17477	93.06535	16.78576
542.90718	2.284	1.96402	9.20665	93.06002	16.82715
543.383	2.282	1.96215	9.23868	93.05464	16.86868
543.85965	2.28	1.96029	9.27125	93.04927	16.9111
544.33714	2.278	1.95843	9.30413	93.04409	16.95399
544.81547	2.276	1.95656	9.33687	93.03885	16.99649
545.29464	2.274	1.9547	9.3694	93.03355	17.03847
545.77465	2.272	1.95283	9.40183	93.02818	17.08014
546.25551	2.27	1.95097	9.43429	93.02275	17.12174
546.73721	2.268	1.9491	9.46696	93.01727	17.16359
547.21977	2.266	1.94723	9.49977	93.01204	17.20562
547.70318	2.264	1.94537	9.53239	93.00675	17.24717
548.18744	2.262	1.9435	9.56482	93.0014	17.28825
548.67257	2.26	1.94163	9.59754	92.99599	17.32973
549.15855	2.258	1.93977	9.63074	92.99053	17.37194
549.64539	2.256	1.9379	9.66411	92.985	17.41433
550.1331	2.254	1.93604	9.69745	92.97965	17.45659
550.62167	2.252	1.93417	9.73083	92.97432	17.49879
551.11111	2.25	1.93231	9.76431	92.96893	17.54105
551.60142	2.248	1.93044	9.79809	92.96349	17.58371
552.09261	2.246	1.92858	9.83222	92.95798	17.62686
552.58467	2.244	1.92671	9.86628	92.95241	17.66977
553.07761	2.242	1.92485	9.90002	92.94694	17.71198
553.57143	2.24	1.92298	9.93384	92.94157	17.75422
554.06613	2.238	1.92111	9.96805	92.93614	17.79705
554.56172	2.236	1.91925	10.00256	92.93065	17.84026
555.05819	2.234	1.91738	10.03722	92.9251	17.88363
555.55556	2.232	1.91552	10.07186	92.91949	17.9268
556.05381	2.23	1.91365	10.10628	92.91389	17.96946
556.55296	2.228	1.91179	10.14043	92.90848	18.01154
557.05301	2.226	1.90992	10.17428	92.903	18.05295
557.55396	2.224	1.90805	10.20824	92.89746	18.09442
558.05581	2.222	1.90618	10.24259	92.89186	18.13644
558.55856	2.22	1.90431	10.27666	92.88619	18.17783
559.06222	2.218	1.90244	10.30996	92.88047	18.2177
559.56679	2.216	1.90057	10.34311	92.87497	18.25721
560.07227	2.214	1.8987	10.37668	92.86945	18.29737
560.57866	2.212	1.89684	10.41105	92.86387	18.3388
561.08597	2.21	1.89497	10.44634	92.85823	18.38174
561.5942	2.208	1.8931	10.48163	92.85253	18.42454
562.10335	2.206	1.89123	10.51629	92.84677	18.46608
562.61343	2.204	1.88937	10.5511	92.84113	18.50777
563.12443	2.202	1.8875	10.58654	92.83558	18.55048
563.63636	2.2	1.88563	10.62211	92.82996	18.59327
564.14923	2.198	1.88376	10.65748	92.82428	18.63556
564.66302	2.196	1.8819	10.69289	92.81853	18.67779
565.17776	2.194	1.88003	10.72832	92.81273	18.71991
565.69343	2.192	1.87816	10.76321	92.80695	18.76095
566.21005	2.19	1.87629	10.79763	92.80133	18.80106
566.72761	2.188	1.87442	10.83267	92.79567	18.84212
567.24611	2.186	1.87255	10.86864	92.78994	18.88468
567.76557	2.184	1.87068	10.90489	92.78416	18.92759
568.28598	2.182	1.86882	10.94098	92.77831	18.97009
568.80734	2.18	1.86695	10.97677	92.77239	19.0119
569.32966	2.178	1.86508	11.01235	92.76673	19.05326
569.85294	2.176	1.86321	11.04795	92.76102	19.09452
570.37718	2.174	1.86134	11.08344	92.75524	19.13543
570.90239	2.172	1.85947	11.11849	92.7494	19.17544
571.42857	2.17	1.8576	11.1537	92.7435	19.21558
571.95572	2.168	1.85573	11.18987	92.73754	19.25727
572.48384	2.166	1.85386	11.22675	92.73171	19.30007
573.01294	2.164	1.85199	11.26384	92.72597	19.34314
573.54302	2.162	1.85012	11.30103	92.72016	19.38621
574.07407	2.16	1.84826	11.33819	92.71429	19.4291
574.60612	2.158	1.84639	11.37516	92.70835	19.47149
575.13915	2.156	1.84452	11.41181	92.70234	19.51319
575.67317	2.154	1.84265	11.4483	92.69636	19.55447
576.20818	2.152	1.84078	11.48486	92.69056	19.59578
576.74419	2.15	1.83891	11.52181	92.6847	19.63762
577.28119	2.148	1.83704	11.55906	92.67878	19.67983
577.8192	2.146	1.83517	11.59607	92.67279	19.72146
578.35821	2.144	1.8333	11.63285	92.66673	19.76256
578.89823	2.142	1.83143	11.66987	92.66062	19.80392
579.43925	2.14	1.82956	11.7073	92.65475	19.8459
579.98129	2.138	1.82769	11.74517	92.64885	19.8885
580.52434	2.136	1.82582	11.78338	92.64288	19.93151
581.06842	2.134	1.82395	11.8218	92.63685	19.97475
581.61351	2.132	1.82209	11.86056	92.63076	20.0184
582.15962	2.13	1.82022	11.89973	92.6246	20.06261
582.70677	2.128	1.81835	11.93928	92.6186	20.10734
583.25494	2.126	1.81649	11.9791	92.61266	20.15241
583.80414	2.124	1.81462	12.01905	92.60665	20.19755
584.35438	2.122	1.81276	12.05904	92.60058	20.24257
584.90566	2.12	1.81089	12.09898	92.59443	20.28737
585.45798	2.118	1.80902	12.13871	92.58822	20.33163
586.01134	2.116	1.80715	12.17806	92.58209	20.37513
586.56575	2.114	1.80529	12.2175	92.57609	20.41866
587.12121	2.112	1.80342	12.25742	92.57002	20.46285
587.67773	2.11	1.80155	12.29733	92.56389	20.50687
588.23529	2.108	1.79968	12.33632	92.55768	20.54915
588.79392	2.106	1.79781	12.37312	92.5514	20.58758
589.35361	2.104	1.79593	12.40834	92.54506	20.62321
589.91437	2.102	1.79405	12.4441	92.53898	20.65966
590.47619	2.1	1.79218	12.48127	92.53285	20.69835
591.03908	2.098	1.79031	12.5199	92.52666	20.73935
591.60305	2.096	1.78844	12.55906	92.52041	20.78108
592.1681	2.094	1.78656	12.59798	92.51409	20.82225
592.73423	2.092	1.78469	12.63705	92.50771	20.86351
593.30144	2.09	1.78282	12.67645	92.50148	20.9052
593.86973	2.088	1.78095	12.71594	92.49531	20.94694
594.43912	2.086	1.77908	12.75537	92.48908	20.9884
595.0096	2.084	1.77721	12.79466	92.48278	21.02947
595.58117	2.082	1.77534	12.83427	92.47641	21.07092
596.15385	2.08	1.77347	12.8746	92.46998	21.1134
596.72762	2.078	1.7716	12.91535	92.46359	21.15643
597.3025	2.076	1.76973	12.95618	92.45738	21.1995
597.8785	2.074	1.76786	12.99693	92.4511	21.24226
598.4556	2.072	1.76599	13.03762	92.44475	21.28477
599.03382	2.07	1.76412	13.0784	92.43834	21.32726
599.61315	2.068	1.76225	13.11942	92.43185	21.36999
600.19361	2.066	1.76038	13.16072	92.4253	21.413
600.77519	2.064	1.75851	13.20203	92.41903	21.45594
601.3579	2.062	1.75664	13.24315	92.4127	21.4984
601.94175	2.06	1.75477	13.28404	92.40629	21.54032
602.52672	2.058	1.7529	13.32508	92.39982	21.58232
603.11284	2.056	1.75103	13.36669	92.39328	21.6251
603.7001	2.054	1.74916	13.40889	92.38668	21.66867
604.2885	2.052	1.74729	13.45153	92.38025	21.71285
604.87805	2.05	1.74543	13.49437	92.37387	21.75721
605.46875	2.048	1.74356	13.53726	92.36742	21.80148
606.06061	2.046	1.74169	13.58017	92.3609	21.84561
606.65362	2.044	1.73982	13.62324	92.35431	21.88983
607.2478	2.042	1.73795	13.66654	92.34765	21.93424
607.84314	2.04	1.73609	13.70995	92.34108	21.9787
608.43965	2.038	1.73422	13.75336	92.33464	22.02303
609.03733	2.036	1.73235	13.79672	92.32813	22.0671
609.63618	2.034	1.73048	13.84006	92.32154	22.11096
610.23622	2.032	1.72861	13.8834	92.31489	22.15466
610.83744	2.03	1.72674	13.92675	92.30817	22.19818
611.43984	2.028	1.72487	13.97029	92.30144	22.24185
612.04344	2.026	1.723	14.01425	92.29494	22.28611
612.64822	2.024	1.72114	14.05832	92.28837	22.33036
613.2542	2.022	1.71927	14.10205	92.28173	22.37388
613.86139	2.02	1.7174	14.14523	92.27501	22.41633
614.46977	2.018	1.71553	14.1884	92.26822	22.45861
615.07937	2.016	1.71366	14.23235	92.26136	22.50195
615.69017	2.014	1.71179	14.27644	92.25477	22.54543
616.30219	2.012	1.70992	14.32004	92.24814	22.58795
616.91542	2.01	1.70805	14.36334	92.24142	22.6298
617.52988	2.008	1.70617	14.407	92.23464	22.67207
618.14556	2.006	1.70431	14.45161	92.2278	22.71567
618.76248	2.004	1.70244	14.49682	92.22088	22.76004
619.38062	2.002	1.70057	14.54226	92.21414	22.80466
620	2	1.6987	14.58787	92.20745	22.8494
620.62062	1.998	1.69683	14.63369	92.20069	22.89428
621.24248	1.996	1.69496	14.67953	92.19385	22.93903
621.8656	1.994	1.6931	14.72484	92.18694	22.98272
622.48996	1.992	1.69123	14.76956	92.17995	23.02532
623.11558	1.99	1.68935	14.81414	92.17305	23.06754
623.74245	1.988	1.68748	14.85872	92.16629	23.10963
624.37059	1.986	1.68561	14.90331	92.15945	23.15156
625	1.984	1.68374	14.94787	92.15254	23.19326
625.63068	1.982	1.68187	14.99246	92.14556	23.23483
626.26263	1.98	1.68	15.03733	92.1385	23.27666
626.89585	1.978	1.67813	15.08291	92.13143	23.31943
627.53036	1.976	1.67626	15.12844	92.1246	23.36202
628.16616	1.974	1.67439	15.17303	92.1177	23.40297
628.80325	1.972	1.67251	15.2178	92.11073	23.444
629.44162	1.97	1.67064	15.26322	92.10368	23.48586
630.0813	1.968	1.66877	15.30865	92.09656	23.52757
630.72228	1.966	1.6669	15.35433	92.08937	23.56947
631.36456	1.964	1.66503	15.40019	92.08242	23.61155
632.00815	1.962	1.66316	15.44545	92.07545	23.65253
632.65306	1.96	1.66129	15.49125	92.06842	23.69416
633.29928	1.958	1.65942	15.53849	92.06131	23.73785
633.94683	1.956	1.65755	15.58603	92.05414	23.7818
634.5957	1.954	1.65568	15.63363	92.04689	23.82565
635.2459	1.952	1.65381	15.6815	92.03978	23.86979
635.89744	1.95	1.65194	15.72915	92.03276	23.91343
636.55031	1.948	1.65007	15.77697	92.02566	23.95715
637.20452	1.946	1.6482	15.82572	92.01849	24.00211
637.86008	1.944	1.64634	15.87514	92.01125	24.04788
638.51699	1.942	1.64447	15.92478	92.00393	24.09381
639.17526	1.94	1.6426	15.9744	91.99669	24.13955
639.83488	1.938	1.64073	16.02369	91.9896	24.18464
640.49587	1.936	1.63887	16.07271	91.98243	24.22911
641.15822	1.934	1.637	16.12182	91.97519	24.27352
641.82195	1.932	1.63513	16.17112	91.96786	24.31803
642.48705	1.93	1.63326	16.22075	91.96046	24.36284
643.15353	1.928	1.63139	16.27078	91.95309	24.40808
643.82139	1.926	1.62953	16.32101	91.94592	24.4535
644.49064	1.924	1.62766	16.37139	91.93868	24.49895
645.16129	1.922	1.62579	16.42198	91.93136	24.5445
645.83333	1.92	1.62392	16.4722	91.92396	24.5893
646.50678	1.918	1.62206	16.52192	91.91648	24.63313
647.18163	1.916	1.62019	16.57151	91.90896	24.67658
647.85789	1.914	1.61832	16.621	91.90171	24.71976
648.53556	1.912	1.61645	16.67004	91.89438	24.76206
649.21466	1.91	1.61457	16.71846	91.88697	24.80323
649.89518	1.908	1.6127	16.7668	91.87947	24.84408
650.57712	1.906	1.61083	16.81627	91.87191	24.88644
651.2605	1.904	1.60896	16.86718	91.86428	24.93075
651.94532	1.902	1.60709	16.91791	91.85691	24.97469
652.63158	1.9	1.60523	16.96854	91.84951	25.01828
653.31928	1.898	1.60336	17.01997	91.84203	25.06287
654.00844	1.896	1.60149	17.07157	91.83448	25.10749
654.69905	1.894	1.59962	17.12229	91.82684	25.15061
655.39112	1.892	1.59775	17.17081	91.81911	25.19022
656.08466	1.89	1.59587	17.21619	91.81154	25.22503
656.77966	1.888	1.59399	17.26065	91.80402	25.25832
657.47614	1.886	1.59211	17.30746	91.79644	25.29492
658.1741	1.884	1.59024	17.35736	91.7888	25.33592
658.87354	1.882	1.58837	17.40891	91.78109	25.37917
659.57447	1.88	1.5865	17.4608	91.7733	25.42271
660.27689	1.878	1.58464	17.513	91.76558	25.46654
660.98081	1.876	1.58277	17.56533	91.75803	25.51042
661.68623	1.874	1.5809	17.6176	91.7504	25.55399
662.39316	1.872	1.57903	17.66983	91.74269	25.59731
663.1016	1.87	1.57716	17.72224	91.73489	25.64066
663.81156	1.868	1.57529	17.77504	91.72702	25.68437
664.52304	1.866	1.57342	17.82846	91.71916	25.72882
665.23605	1.864	1.57156	17.88256	91.71154	25.77413
665.95059	1.862	1.56969	17.93705	91.70383	25.81979
666.66667	1.86	1.56782	17.99156	91.69604	25.86526
667.38428	1.858	1.56596	18.04609	91.68816	25.91054
668.10345	1.856	1.56409	18.10088	91.6802	25.95596
668.82416	1.854	1.56222	18.15629	91.67223	26.0021
669.54644	1.852	1.56036	18.21209	91.66452	26.04868
670.27027	1.85	1.55849	18.26776	91.65673	26.09483
670.99567	1.848	1.55663	18.32338	91.64884	26.14069
671.72264	1.846	1.55476	18.37886	91.64087	26.18612
672.45119	1.844	1.55289	18.43424	91.63281	26.23118
673.18132	1.842	1.55103	18.48993	91.62473	26.27648
673.91304	1.84	1.54916	18.5459	91.61692	26.32206
674.64635	1.838	1.54729	18.60187	91.60903	26.36741
675.38126	1.836	1.54543	18.65791	91.60104	26.41263
676.11778	1.834	1.54356	18.71434	91.59297	26.4582
676.8559	1.832	1.54169	18.77094	91.58482	26.50377
677.59563	1.83	1.53983	18.82758	91.57663	26.54919
678.33698	1.828	1.53796	18.88445	91.56872	26.59481
679.07996	1.826	1.53609	18.94132	91.56073	26.6402
679.82456	1.824	1.53423	18.99826	91.55265	26.68546
680.5708	1.822	1.53236	19.05536	91.54448	26.73072
681.31868	1.82	1.5305	19.1126	91.53623	26.77593
682.06821	1.818	1.52863	19.17008	91.52792	26.82129
682.81938	1.816	1.52676	19.2276	91.51992	26.86656
683.57222	1.814	1.5249	19.2849	91.51182	26.91131
684.32671	1.812	1.52303	19.34216	91.50364	26.95574
685.08287	1.81	1.52116	19.39949	91.49537	27.00005
685.84071	1.808	1.51929	19.45647	91.487	27.04364
686.60022	1.806	1.51742	19.5083	91.47854	27.07971
687.36142	1.804	1.51553	19.55345	91.47034	27.10625
688.12431	1.802	1.51365	19.59882	91.46207	27.13294
688.88889	1.8	1.51177	19.64654	91.45374	27.16274
689.65517	1.798	1.50989	19.69532	91.44534	27.19383
690.42316	1.796	1.50801	19.7459	91.43686	27.22725
691.19287	1.794	1.50614	19.79829	91.42831	27.26301
691.96429	1.792	1.50427	19.85224	91.41991	27.30078
692.73743	1.79	1.50239	19.90685	91.41162	27.33934
693.5123	1.788	1.50052	19.96134	91.40324	27.3775
694.28891	1.786	1.49865	20.01581	91.39477	27.41541
695.06726	1.784	1.49678	20.07086	91.38622	27.4539
695.84736	1.782	1.49491	20.12641	91.37759	27.49288
696.62921	1.78	1.49304	20.1831	91.36902	27.53323
697.41282	1.778	1.49117	20.24135	91.36065	27.57562
698.1982	1.776	1.4893	20.2998	91.3522	27.61805
698.98534	1.774	1.48743	20.35757	91.34365	27.6593
699.77427	1.772	1.48556	20.41489	91.335	27.69969
700.56497	1.77	1.48369	20.47197	91.32627	27.73952
701.35747	1.768	1.48182	20.52885	91.31755	27.77886
702.15176	1.766	1.47995	20.58582	91.30907	27.8182
702.94785	1.764	1.47808	20.64316	91.3005	27.85781
703.74574	1.762	1.47621	20.70139	91.29184	27.89842
704.54545	1.76	1.47434	20.76075	91.2831	27.94034
705.34699	1.758	1.47247	20.82076	91.27427	27.9829
706.15034	1.756	1.47061	20.88094	91.26543	28.02547
706.95553	1.754	1.46874	20.9411	91.25685	28.06788
707.76256	1.752	1.46687	21.00128	91.24819	28.11009
708.57143	1.75	1.465	21.06164	91.23943	28.15227
709.38215	1.748	1.46314	21.12235	91.23057	28.19471
710.19473	1.746	1.46127	21.1835	91.22163	28.23748
711.00917	1.744	1.4594	21.24493	91.21267	28.28041
711.82549	1.742	1.45754	21.30637	91.20399	28.32322
712.64368	1.74	1.45567	21.36759	91.19521	28.36548
713.46375	1.738	1.4538	21.42875	91.18633	28.40741
714.28571	1.736	1.45193	21.48996	91.17735	28.44915
715.10957	1.734	1.45007	21.5505	91.16828	28.48975
715.93533	1.732	1.4482	21.61079	91.1592	28.52978
716.76301	1.73	1.44632	21.66855	91.15037	28.5663
717.59259	1.728	1.44445	21.72149	91.14142	28.59609
718.4241	1.726	1.44256	21.77072	91.13236	28.62071
719.25754	1.724	1.44068	21.81719	91.12319	28.64142
720.09292	1.722	1.43879	21.86407	91.11395	28.6625
720.93023	1.72	1.43691	21.91452	91.10465	28.68814
721.7695	1.718	1.43504	21.97028	91.09559	28.72075
722.61072	1.716	1.43316	22.02875	91.08659	28.75677
723.45391	1.714	1.43129	22.08493	91.07747	28.78951
724.29907	1.712	1.42941	22.13806	91.06825	28.81798
725.1462	1.71	1.42753	22.18991	91.05893	28.84453
725.99532	1.708	1.42565	22.2427	91.04952	28.87212
726.84642	1.706	1.42377	22.29668	91.04022	28.90112
727.69953	1.704	1.4219	22.35016	91.03107	28.92931
728.55464	1.702	1.42002	22.40281	91.02183	28.95619
729.41176	1.7	1.41814	22.45632	91.01251	28.98398
730.27091	1.698	1.41626	22.51176	91.00311	29.0141
731.13208	1.696	1.41439	22.56742	90.99361	29.04428
731.99528	1.694	1.41251	22.62431	90.98407	29.07585
732.86052	1.692	1.41064	22.68418	90.97486	29.11122
733.72781	1.69	1.40877	22.74611	90.96557	29.14904
734.59716	1.688	1.4069	22.80916	90.95618	29.18806
735.46856	1.686	1.40503	22.87209	90.9467	29.22668
736.34204	1.684	1.40316	22.93474	90.93711	29.26467
737.2176	1.682	1.4013	22.99753	90.92746	29.30259
738.09524	1.68	1.39943	23.06102	90.91814	29.34131
738.97497	1.678	1.39756	23.12428	90.90872	29.37946
739.8568	1.676	1.39569	23.18755	90.8992	29.41738
740.74074	1.674	1.39382	23.25169	90.88959	29.45616
741.62679	1.672	1.39195	23.31606	90.87987	29.49498
742.51497	1.67	1.39009	23.38099	90.87011	29.53427
743.40528	1.668	1.38822	23.44694	90.86067	29.57473
744.29772	1.666	1.38636	23.51371	90.85113	29.61599
745.19231	1.664	1.38449	23.58084	90.84149	29.65744
746.08905	1.662	1.38263	23.64814	90.83175	29.69882
746.98795	1.66	1.38076	23.71563	90.8219	29.74019
747.88902	1.658	1.3789	23.78321	90.81207	29.78142
748.79227	1.656	1.37703	23.85073	90.80249	29.82242
749.6977	1.654	1.37516	23.91832	90.79281	29.86324
750.60533	1.652	1.3733	23.98599	90.78302	29.90388
751.51515	1.65	1.37143	24.05381	90.77312	29.94444
752.42718	1.648	1.36957	24.12186	90.76312	29.98501
753.34143	1.646	1.3677	24.19019	90.75322	30.02572
754.25791	1.644	1.36584	24.25907	90.7435	30.06694
755.17661	1.642	1.36397	24.3283	90.73367	30.10833
756.09756	1.64	1.36211	24.39729	90.72373	30.14912
757.02076	1.638	1.36025	24.46615	90.71368	30.18947
757.94621	1.636	1.35838	24.53543	90.70352	30.23008
758.87393	1.634	1.35652	24.6043	90.69356	30.26998
759.80392	1.632	1.35463	24.65114	90.68354	30.28203
760.7362	1.63	1.35271	24.66916	90.67325	30.25781
761.67076	1.628	1.35079	24.68913	90.66292	30.23596
762.60763	1.626	1.34888	24.71828	90.65256	30.22547
763.5468	1.624	1.34698	24.74622	90.64212	30.21334
764.48829	1.622	1.34507	24.77747	90.63163	30.20523
765.4321	1.62	1.34318	24.81685	90.62117	30.2071
766.37824	1.618	1.34129	24.8641	90.61102	30.21868
767.32673	1.616	1.33941	24.91967	90.60082	30.24039
768.27757	1.614	1.33754	24.9826	90.59057	30.27096
769.23077	1.612	1.33567	25.04917	90.58023	30.30576
770.18634	1.61	1.3338	25.1173	90.56979	30.34223
771.14428	1.608	1.33194	25.18672	90.55928	30.38001
772.10461	1.606	1.33007	25.25686	90.54914	30.41855
773.06733	1.604	1.32821	25.32747	90.53888	30.45739
774.03246	1.602	1.32634	25.39834	90.52851	30.49624
775	1.6	1.32448	25.46946	90.51802	30.53513
775.96996	1.598	1.32261	25.54094	90.50742	30.57414
776.94236	1.596	1.32075	25.61256	90.49688	30.6131
777.91719	1.594	1.31889	25.68419	90.48657	30.65191
778.89447	1.592	1.31702	25.75619	90.47614	30.69085
779.87421	1.59	1.31516	25.82827	90.4656	30.7296
780.85642	1.588	1.31329	25.90015	90.45494	30.76783
781.84111	1.586	1.31143	25.97232	90.44416	30.8061
782.82828	1.584	1.30957	26.04479	90.43357	30.84454
783.81795	1.582	1.3077	26.11722	90.42308	30.88271
784.81013	1.58	1.30584	26.18978	90.41248	30.92074
785.80482	1.578	1.30398	26.26274	90.40176	30.95896
786.80203	1.576	1.30211	26.33567	90.39092	30.99684
